day,time,name,lat,lng,depth,m
2016/04/16,9:34:32,熊本県阿蘇地方,32.968,131.084,-8,2.5
2016/04/16,9:35:18,熊本県熊本地方,32.752,130.719,-9,2.8
2016/04/16,9:39:36,熊本県熊本地方,32.651,130.703,-7,2.1
2016/04/16,9:41:33,熊本県熊本地方,32.834,130.885,-10,2.6
2016/04/16,9:42:10,熊本県熊本地方,32.75,130.719,-13,3
2016/04/16,9:43:24,大分県中部,33.285,131.368,-9,3.3
2016/04/16,9:44:26,大分県中部,33.285,131.368,-9,2.5
2016/04/16,9:45:30,大分県中部,33.252,131.367,-9,2.4
2016/04/16,9:45:35,熊本県熊本地方,32.818,130.868,-9,2.3
2016/04/16,9:47:00,大分県中部,33.269,131.368,-8,2
2016/04/16,9:48:33,熊本県熊本地方,32.836,130.834,-16,5.4
2016/04/16,9:50:06,熊本県熊本地方,32.85,130.819,-15,4.5
2016/04/16,9:51:28,熊本県熊本地方,32.669,130.735,-12,不明
2016/04/16,9:52:34,熊本県阿蘇地方,32.969,131.086,-10,2.2
2016/04/16,9:53:37,熊本県熊本地方,32.852,130.818,-13,3.6
2016/04/16,9:54:23,熊本県熊本地方,32.85,130.834,-13,不明
2016/04/16,9:55:28,熊本県熊本地方,32.851,130.833,-15,2.2
2016/04/16,9:56:32,熊本県熊本地方,32.7,130.668,-12,3.6
2016/04/16,9:58:11,熊本県熊本地方,32.633,130.717,-6,3.5
2016/04/16,10:01:15,熊本県阿蘇地方,32.968,131.084,-8,2.3
2016/04/16,10:01:39,熊本県熊本地方,32.852,130.868,-14,2.7
2016/04/16,10:04:38,大分県中部,33.268,131.369,-11,2.8
2016/04/16,10:05:35,熊本県熊本地方,32.852,130.835,-15,2.7
2016/04/16,10:06:40,熊本県熊本地方,32.669,130.717,-15,3.1
2016/04/16,10:07:23,熊本県阿蘇地方,32.935,131.05,-8,2.3
2016/04/16,10:07:39,熊本県熊本地方,32.834,130.801,-14,2.4
2016/04/16,10:08:44,熊本県熊本地方,32.8,130.785,-13,2.8
2016/04/16,10:10:31,熊本県熊本地方,32.852,130.835,-14,2.2
2016/04/16,10:11:08,熊本県阿蘇地方,32.918,131.103,-6,2.5
2016/04/16,10:13:49,熊本県熊本地方,32.651,130.668,-10,3
2016/04/16,10:14:21,熊本県熊本地方,32.835,130.886,-12,2.8
2016/04/16,10:15:11,熊本県熊本地方,32.767,130.768,-13,2.6
2016/04/16,10:17:20,大分県中部,33.285,131.452,-7,2.4
2016/04/16,10:19:03,熊本県阿蘇地方,32.983,131.101,-11,2.7
2016/04/16,10:19:28,熊本県熊本地方,32.868,130.883,-15,2.4
2016/04/16,10:20:37,熊本県熊本地方,32.686,130.684,-11,2.1
2016/04/16,10:21:03,熊本県熊本地方,32.852,130.902,-12,2.3
2016/04/16,10:21:33,熊本県熊本地方,32.686,130.701,-13,2.7
2016/04/16,10:22:32,熊本県熊本地方,32.834,130.817,-15,2.4
2016/04/16,10:24:56,熊本県阿蘇地方,32.969,131.083,-11,3.2
2016/04/16,10:26:10,熊本県熊本地方,32.8,130.836,-11,3.8
2016/04/16,10:27:29,熊本県阿蘇地方,32.885,131.068,-5,2.3
2016/04/16,10:27:28,熊本県熊本地方,32.736,130.784,-10,2.5
2016/04/16,10:29:46,大分県中部,33.236,131.334,-9,2.4
2016/04/16,10:29:56,熊本県熊本地方,32.768,130.684,-7,1.7
2016/04/16,10:30:57,熊本県阿蘇地方,32.951,131.1,-8,2.8
2016/04/16,10:34:14,熊本県熊本地方,32.833,130.817,-15,2.6
2016/04/16,10:34:51,熊本県阿蘇地方,32.95,131.051,-7,2.5
2016/04/16,10:36:31,大分県中部,33.285,131.469,-8,2.4
2016/04/16,10:38:53,熊本県熊本地方,32.636,130.719,-10,4.5
2016/04/16,10:39:34,熊本県阿蘇地方,32.969,131.1,-10,3.9
2016/04/16,10:40:56,熊本県熊本地方,32.669,130.719,-11,2.4
2016/04/16,10:41:49,熊本県熊本地方,32.834,130.785,-13,2.1
2016/04/16,10:42:38,大分県中部,33.268,131.351,-10,2.2
2016/04/16,10:44:04,熊本県阿蘇地方,32.983,131.101,-8,2.4
2016/04/16,10:44:09,熊本県熊本地方,32.651,130.734,-9,2.6
2016/04/16,10:45:11,熊本県阿蘇地方,32.969,131.051,-9,3
2016/04/16,10:45:16,熊本県熊本地方,32.717,130.768,-10,3.1
2016/04/16,10:47:18,熊本県熊本地方,32.85,130.833,-15,2.4
2016/04/16,10:48:14,大分県中部,33.234,131.333,-11,2.3
2016/04/16,10:48:15,熊本県熊本地方,32.65,130.734,-9,2.9
2016/04/16,10:49:48,熊本県熊本地方,32.634,130.7,-7,1.8
2016/04/16,10:50:18,熊本県阿蘇地方,32.984,131.101,-11,2.6
2016/04/16,10:51:13,熊本県熊本地方,32.752,130.752,-18,3.6
2016/04/16,10:51:57,熊本県熊本地方,32.851,130.836,-13,2.7
2016/04/16,10:53:07,熊本県熊本地方,32.851,130.85,-15,2.8
2016/04/16,10:53:37,大分県中部,33.268,131.386,-7,2.3
2016/04/16,10:54:44,熊本県阿蘇地方,32.967,131.085,-11,2.4
2016/04/16,10:55:25,熊本県熊本地方,32.718,130.719,-15,3.7
2016/04/16,10:56:39,熊本県阿蘇地方,32.935,131.017,-10,2.4
2016/04/16,10:57:17,熊本県熊本地方,32.636,130.734,-8,2.1
2016/04/16,10:57:46,大分県中部,33.234,131.335,-9,2.1
2016/04/16,10:59:02,熊本県阿蘇地方,32.968,131.069,-9,3.1
2016/04/16,11:00:24,熊本県熊本地方,32.801,130.701,-2,1.7
2016/04/16,11:01:03,熊本県阿蘇地方,32.968,131.034,-11,2.7
2016/04/16,11:02:52,熊本県熊本地方,32.751,130.768,-15,4.4
2016/04/16,11:03:59,大分県中部,33.233,131.334,-8,不明
2016/04/16,11:04:46,熊本県熊本地方,32.717,130.767,-8,1.9
2016/04/16,11:04:50,熊本県阿蘇地方,32.952,131.084,-10,3.1
2016/04/16,11:06:45,熊本県熊本地方,32.85,130.868,-13,2.3
2016/04/16,11:06:58,熊本県熊本地方,32.768,130.734,-2,2.2
2016/04/16,11:08:19,熊本県熊本地方,32.717,130.769,-9,2
2016/04/16,11:10:29,熊本県阿蘇地方,32.969,131.086,-10,3.2
2016/04/16,11:15:01,熊本県熊本地方,32.836,130.885,-12,2.2
2016/04/16,11:16:32,熊本県阿蘇地方,33.002,131.117,-7,3
2016/04/16,11:18:23,熊本県阿蘇地方,32.967,131.083,-8,1.7
2016/04/16,11:18:30,大分県中部,33.269,131.45,0,2.4
2016/04/16,11:19:48,熊本県阿蘇地方,32.968,131.086,-8,2
2016/04/16,11:20:24,熊本県熊本地方,32.8,130.802,-9,2.3
2016/04/16,11:22:00,熊本県阿蘇地方,33.018,131.151,-8,3.6
2016/04/16,11:22:52,熊本県阿蘇地方,33.001,131.217,-8,3
2016/04/16,11:23:12,熊本県熊本地方,32.819,130.818,-12,2.9
2016/04/16,11:23:32,大分県中部,33.286,131.469,-5,1.9
2016/04/16,11:26:08,熊本県熊本地方,32.701,130.584,-7,1.5
2016/04/16,11:27:00,熊本県熊本地方,32.752,130.767,-12,2.2
2016/04/16,11:27:20,熊本県熊本地方,32.651,130.719,-7,2.6
2016/04/16,11:28:58,大分県中部,33.283,131.452,-1,3.2
2016/04/16,11:29:00,熊本県熊本地方,32.868,130.934,-10,2.9
2016/04/16,11:29:56,熊本県熊本地方,32.751,130.751,-16,2.5
2016/04/16,11:33:21,熊本県阿蘇地方,33.101,131.168,-9,2.5
2016/04/16,11:34:46,熊本県熊本地方,32.684,130.752,-11,1.8
2016/04/16,11:35:00,熊本県熊本地方,32.719,130.769,-12,2.6
2016/04/16,11:36:11,熊本県熊本地方,32.851,130.833,-15,2
2016/04/16,11:36:24,熊本県阿蘇地方,33,131.185,-6,2.7
2016/04/16,11:37:28,熊本県熊本地方,32.851,130.818,-16,2.3
2016/04/16,11:37:47,大分県中部,33.235,131.367,-9,2.5
2016/04/16,11:38:24,熊本県熊本地方,32.684,130.7,-16,3.9
2016/04/16,11:39:27,熊本県熊本地方,32.652,130.717,-6,2.4
2016/04/16,11:48:06,大分県中部,33.3,131.469,-5,1.6
2016/04/16,11:49:03,熊本県熊本地方,32.619,130.702,-5,2.8
2016/04/16,11:49:31,熊本県熊本地方,32.7,130.767,-9,2.7
2016/04/16,11:51:40,大分県中部,33.269,131.319,-8,1.8
2016/04/16,11:55:35,熊本県阿蘇地方,32.984,131.101,-11,3
2016/04/16,11:56:39,熊本県熊本地方,32.818,130.803,-16,3
2016/04/16,11:58:00,熊本県熊本地方,32.752,130.767,-13,2.4
2016/04/16,11:58:24,熊本県熊本地方,32.853,130.835,-14,2.5
2016/04/16,11:58:49,熊本県熊本地方,32.819,130.867,-10,2.3
2016/04/16,11:59:22,熊本県熊本地方,32.734,130.75,-12,2.7
2016/04/16,12:00:56,熊本県熊本地方,32.636,130.734,-8,2.3
2016/04/16,12:04:46,熊本県熊本地方,32.551,130.653,-8,2.4
2016/04/16,12:05:55,熊本県阿蘇地方,32.984,131.103,-10,3.1
2016/04/16,12:08:39,熊本県熊本地方,32.752,130.786,-11,2.3
2016/04/16,12:09:05,熊本県熊本地方,32.753,130.785,-11,2.5
2016/04/16,12:12:44,熊本県阿蘇地方,32.986,131.117,-10,3
2016/04/16,12:13:48,熊本県熊本地方,32.853,130.833,-15,2.4
2016/04/16,12:15:24,熊本県熊本地方,32.717,130.768,-11,2.4
2016/04/16,12:16:21,熊本県熊本地方,32.684,130.735,-12,2.6
2016/04/16,12:18:02,熊本県熊本地方,32.768,130.736,-12,2.5
2016/04/16,12:18:08,熊本県熊本地方,32.568,130.634,-9,3.1
2016/04/16,12:19:19,熊本県熊本地方,32.852,130.852,-17,2.8
2016/04/16,12:19:28,熊本県阿蘇地方,32.951,131.086,-9,2.5
2016/04/16,12:19:42,大分県中部,33.235,131.319,-10,2.1
2016/04/16,12:21:11,大分県中部,33.267,131.367,-9,2.6
2016/04/16,12:22:23,熊本県熊本地方,32.836,130.801,-15,2.5
2016/04/16,12:27:38,熊本県熊本地方,32.786,130.717,-7,1.9
2016/04/16,12:30:02,熊本県熊本地方,32.851,130.951,-11,3
2016/04/16,12:31:19,熊本県熊本地方,32.767,130.636,-12,2.4
2016/04/16,12:32:00,熊本県阿蘇地方,32.984,131.085,-7,2.4
2016/04/16,12:32:50,熊本県阿蘇地方,32.967,131.053,-9,3.2
2016/04/16,12:34:58,大分県中部,33.268,131.383,-10,3.4
2016/04/16,12:35:20,熊本県熊本地方,32.619,130.701,-5,2.3
2016/04/16,12:35:40,熊本県熊本地方,32.636,130.735,-7,2
2016/04/16,12:36:14,熊本県熊本地方,32.7,130.685,-13,2.9
2016/04/16,12:36:34,熊本県阿蘇地方,32.918,131.084,-8,2.9
2016/04/16,12:40:04,熊本県熊本地方,32.751,130.751,-13,2.4
2016/04/16,12:41:40,熊本県熊本地方,32.685,130.767,-8,2.9
2016/04/16,12:41:55,大分県中部,33.267,131.369,-6,2.7
2016/04/16,12:44:27,熊本県阿蘇地方,33.018,131.184,-7,2.7
2016/04/16,12:45:12,熊本県熊本地方,32.634,130.685,-7,1.9
2016/04/16,12:47:35,熊本県阿蘇地方,33.001,131.152,-10,3.1
2016/04/16,12:47:43,大分県中部,33.253,131.368,-8,2.5
2016/04/16,12:48:51,熊本県阿蘇地方,33.019,131.186,-6,3.8
2016/04/16,12:49:59,熊本県阿蘇地方,33.019,131.184,-5,3.6
2016/04/16,12:51:49,熊本県熊本地方,32.551,130.652,-8,2.9
2016/04/16,12:58:07,熊本県熊本地方,32.619,130.734,-5,1.5
2016/04/16,12:59:03,熊本県熊本地方,32.701,130.701,-12,2.6
2016/04/16,12:59:56,熊本県熊本地方,32.734,130.751,-14,3.7
2016/04/16,13:00:29,熊本県熊本地方,32.85,130.834,-13,2.7
2016/04/16,13:00:53,熊本県熊本地方,32.718,130.684,-13,3.1
2016/04/16,13:01:15,熊本県熊本地方,32.701,130.718,-12,2.3
2016/04/16,13:09:08,大分県中部,33.236,131.334,-10,1.8
2016/04/16,13:09:44,熊本県熊本地方,32.65,130.734,-10,3.7
2016/04/16,13:10:06,熊本県阿蘇地方,33.034,131.184,-4,3.3
2016/04/16,13:15:28,熊本県阿蘇地方,32.968,131.069,-9,3.4
2016/04/16,13:15:29,熊本県熊本地方,32.686,130.701,-18,3.9
2016/04/16,13:16:30,熊本県熊本地方,32.453,130.6,-7,2.4
2016/04/16,13:16:58,大分県中部,33.268,131.336,-9,3.1
2016/04/16,13:17:12,熊本県熊本地方,32.801,130.734,-9,3.6
2016/04/16,13:18:37,大分県中部,33.234,131.334,-9,2.9
2016/04/16,13:21:50,大分県中部,33.234,131.334,-9,2.7
2016/04/16,13:24:17,熊本県阿蘇地方,33.035,131.117,-5,3.5
2016/04/16,13:25:16,熊本県阿蘇地方,32.851,131.118,-6,2.1
2016/04/16,13:27:58,大分県中部,33.285,131.467,-6,1.9
2016/04/16,13:28:27,熊本県熊本地方,32.801,130.802,-12,2.2
2016/04/16,13:29:03,大分県中部,33.234,131.334,-9,3.1
2016/04/16,13:34:58,大分県中部,33.252,131.352,-10,3.1
2016/04/16,13:35:20,熊本県阿蘇地方,32.903,131.036,-7,2.3
2016/04/16,13:36:12,熊本県熊本地方,32.751,130.767,-14,2.4
2016/04/16,13:36:25,熊本県阿蘇地方,33.001,131.217,-8,2.8
2016/04/16,13:38:04,熊本県熊本地方,32.818,130.802,-12,2.3
2016/04/16,13:40:04,熊本県阿蘇地方,32.969,131.085,-8,2.6
2016/04/16,13:42:15,熊本県熊本地方,32.551,130.651,-10,2.7
2016/04/16,13:43:56,熊本県阿蘇地方,32.851,131.103,-1,2.2
2016/04/16,13:45:59,大分県中部,33.269,131.368,-9,2
2016/04/16,13:47:15,熊本県熊本地方,32.636,130.719,-10,2.5
2016/04/16,13:49:04,大分県中部,33.234,131.318,-8,2.5
2016/04/16,13:54:35,大分県中部,33.252,131.383,-7,2.1
2016/04/16,13:55:54,熊本県阿蘇地方,32.952,131.102,-11,2.1
2016/04/16,13:56:36,熊本県熊本地方,32.75,130.719,-13,2.6
2016/04/16,14:03:57,熊本県阿蘇地方,33.001,131.217,-9,4.6
2016/04/16,14:06:04,熊本県阿蘇地方,32.984,131.068,-10,2.6
2016/04/16,14:06:22,熊本県熊本地方,32.834,130.834,-13,2.6
2016/04/16,14:08:25,熊本県熊本地方,32.701,130.685,-12,2.5
2016/04/16,14:10:17,熊本県熊本地方,32.767,130.717,-5,1.6
2016/04/16,14:12:14,熊本県熊本地方,32.85,130.886,-12,2.1
2016/04/16,14:15:06,熊本県阿蘇地方,33.119,131.151,-6,3
2016/04/16,14:17:55,熊本県熊本地方,32.668,130.717,-13,3
2016/04/16,14:22:51,熊本県熊本地方,32.753,130.718,-8,2.2
2016/04/16,14:24:24,熊本県阿蘇地方,32.967,131.068,-8,2.5
2016/04/16,14:26:13,熊本県熊本地方,32.667,130.734,-6,2.3
2016/04/16,14:27:04,熊本県熊本地方,32.65,130.735,-8,4.6
2016/04/16,14:29:21,熊本県熊本地方,32.668,130.733,-10,3.1
2016/04/16,14:29:40,大分県中部,33.234,131.336,-10,3
2016/04/16,14:31:24,熊本県阿蘇地方,32.969,131.101,-10,2.3
2016/04/16,14:31:35,熊本県熊本地方,32.652,130.717,-8,3
2016/04/16,14:32:22,熊本県熊本地方,32.736,130.769,-10,3.5
2016/04/16,14:34:29,熊本県阿蘇地方,32.934,131.034,-10,2.4
2016/04/16,14:34:58,大分県中部,33.3,131.469,-5,1.4
2016/04/16,14:35:00,熊本県熊本地方,32.736,130.769,-9,2.4
2016/04/16,14:37:03,熊本県熊本地方,32.8,130.817,-12,2.9
2016/04/16,14:39:58,熊本県熊本地方,32.751,130.719,-12,2.2
2016/04/16,14:41:10,熊本県阿蘇地方,32.936,131.1,-9,2.6
2016/04/16,14:45:17,熊本県熊本地方,32.851,130.868,-11,1.9
2016/04/16,14:46:58,熊本県熊本地方,32.718,130.752,-12,3.8
2016/04/16,14:47:53,熊本県阿蘇地方,32.951,131.117,-10,1.7
2016/04/16,14:49:38,熊本県熊本地方,32.702,130.784,-6,2.2
2016/04/16,14:50:04,熊本県阿蘇地方,32.952,131.1,-10,2.3
2016/04/16,14:50:18,熊本県熊本地方,32.834,130.785,-14,2.6
2016/04/16,14:50:42,熊本県熊本地方,32.852,130.885,-11,2.2
2016/04/16,14:52:37,熊本県熊本地方,32.634,130.718,-4,1.9
2016/04/16,14:53:55,熊本県熊本地方,32.819,130.818,-16,2.6
2016/04/16,14:58:25,熊本県阿蘇地方,33.035,131.201,-6,3.5
2016/04/16,14:59:06,熊本県熊本地方,32.667,130.751,-7,3
2016/04/16,14:59:38,熊本県阿蘇地方,32.918,131.034,-8,2.5
2016/04/16,15:01:03,大分県中部,33.234,131.334,-8,2.2
2016/04/16,15:01:11,熊本県熊本地方,32.803,130.867,-9,2.5
2016/04/16,15:03:37,熊本県熊本地方,32.868,130.868,-13,2.6
2016/04/16,15:07:23,大分県中部,33.267,131.401,-6,1.9
2016/04/16,15:08:08,熊本県阿蘇地方,32.985,131.101,-10,3
2016/04/16,15:11:02,熊本県阿蘇地方,32.935,131.1,-7,2.4
2016/04/16,15:11:56,大分県中部,33.267,131.352,-7,2.1
2016/04/16,15:15:09,熊本県熊本地方,32.817,130.817,-13,3.6
2016/04/16,15:16:00,大分県中部,33.268,131.351,-5,2.6
2016/04/16,15:16:32,熊本県熊本地方,32.803,130.817,-14,2.7
2016/04/16,15:16:49,熊本県阿蘇地方,33.001,131.217,-7,2.3
2016/04/16,15:19:07,熊本県熊本地方,32.651,130.719,-6,1.8
2016/04/16,15:20:09,熊本県阿蘇地方,32.967,131.018,-9,2.9
2016/04/16,15:21:08,熊本県阿蘇地方,32.968,131.101,-10,2.1
2016/04/16,15:25:47,熊本県熊本地方,32.7,130.783,-9,2.8
2016/04/16,15:28:05,熊本県阿蘇地方,33.118,131.168,-9,3
2016/04/16,15:28:51,熊本県阿蘇地方,32.984,131.1,-8,2.6
2016/04/16,15:29:10,熊本県熊本地方,32.851,130.852,-14,2.5
2016/04/16,15:29:36,熊本県阿蘇地方,32.967,131.019,-9,2.6
2016/04/16,15:34:09,熊本県熊本地方,32.736,130.735,-11,2.3
2016/04/16,15:34:54,熊本県熊本地方,32.652,130.684,-12,3
2016/04/16,15:35:09,大分県中部,33.285,131.368,-9,3.2
2016/04/16,15:38:11,熊本県熊本地方,32.667,130.717,-13,2.2
2016/04/16,15:38:35,熊本県阿蘇地方,32.901,131.069,-7,1.9
2016/04/16,15:38:51,大分県中部,33.283,131.333,-8,3.1
2016/04/16,15:41:43,熊本県阿蘇地方,33.001,131.217,-9,2.9
2016/04/16,15:42:06,熊本県阿蘇地方,32.984,131.1,-8,2.5
